date,code,rank,brand,product,price,star,review,period_ym
20260329,93917508387,84,뉴트리올데이,"뉴트리올데이 올데이굿나잇 식물성 멜라토닌 5mg 함유 18g, 1개, 30정",8900,5.0,542,202603
20260329,93384377752,85,밸러니티,"밸러니티 5mg 식물성 멜라토닌 테아닌 트립토판 15g, 1개, 30정",13950,4.5,8945,202603
20260329,94489551913,86,레모나,"레모나 상큼한 비타민C 30포, 60g, 1개",5500,5.0,21755,202603
20260329,92551196042,87,쏜리서치,"쏜리서치 베이직 B 컴플렉스 캡슐, 60정, 1개",28870,5.0,15704,202603
20260329,91289673828,88,익스트림,"익스트림 듀얼 아르기닌 플러스 1000mg, 120정, 2개",27500,5.0,15198,202603
20260329,93828884997,89,치젠트리,"치젠트리 치밀한포, 1개, 30g",45000,4.0,270,202603
20260329,78477362977,90,고려은단,"고려은단 멀티비타민, 60정, 1개",22950,5.0,58802,202603
20260329,3010230496,91,종근당건강,"종근당건강 원데이21 멀티비타민 & 미네랄21종, 60정, 1개",11500,5.0,56914,202603
20260329,85028701712,92,닥터스베스트,"닥터스베스트 풀리 액티브 B 컴플렉스 베지 캡, 60정, 1개",19000,5.0,3747,202603
20260329,91899401612,93,하이뮨,"하이뮨 프로틴 밸런스 드링크믹스 RTD, 190ml, 24개",25960,5.0,68808,202603
20260329,90320349254,94,뉴케어,"뉴케어 정품 구수한맛 미니 완전균형영양식, 150ml, 48개",55000,5.0,8855,202603
20260329,85873800751,95,오로나민씨,"오로나민씨 탄산 드링크, 120ml, 20개",13220,5.0,41805,202603
20260329,76228037698,96,뉴트리디데이,"뉴트리디데이 프리미엄 마그네슘 400, 90정, 1개",10900,5.0,8093,202603
20260329,86674101899,97,덴프스,"덴프스 정품 덴마크 유산균이야기, 30정, 2개",22900,5.0,2829,202603
20260329,91522547191,98,1+1,"1+1 센트룸 [MADE IN USA] 어덜트 남녀 성인 425정 남성 275정 2병 여성 275정 2병 실버 325정 2병 남성 120정 2병 여성 120정 2병, 1개",24500,5.0,3971,202603
20260329,81540022093,99,"비타500,","비타500, 100ml, 50개",26900,5.0,10309,202603
20260329,4442651125,100,고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 2개",33900,5.0,270217,202603
20260329,93924308320,101,마시는,"마시는 알부민 활력 골드 정품 100% 식약처인증 된 제조시설 단백질 보충제 30p, 1박스, 450g",12840,4.5,3125,202603
20260329,85296817119,102,세노비스,"세노비스 정품 마그네슘, 90정, 2개",27860,5.0,28295,202603
20260329,93041205184,103,네이처드림,"네이처드림 엑스트라버진 올리브오일 식물성캡슐, 30정, 1개",6980,5.0,1404,202603
20260329,5457639150,104,뉴케어,"뉴케어 정품 검은깨맛 완전균형영양식, 200ml, 30개",53810,5.0,41823,202603
20260329,73227159501,105,푸릇담,"푸릇담 젊은농부 양배추즙, 3L, 1개",16900,5.0,40528,202603
20260329,94072786552,106,네츄럴올가,"네츄럴올가 지중해 올리브오일 트리 캡슐 42캡슐, 1박스, 14회분",17570,5.0,2414,202603
20260329,3006347663,107,솔가,"솔가 철분 25, 90정, 1개",24570,5.0,22460,202603
20260329,88104125443,108,프롬바이오,"프롬바이오 정품 위건강엔 매스틱X2, 56g, 1개",25900,4.5,6474,202603
20260329,93435461812,109,아임비타,"아임비타 멀티비타민 이뮨샷, 7회분, 1개",14710,5.0,5413,202603
20260329,3087054128,110,헬시오리진스,"헬시오리진스 내추럴 프로바이오틱 유산균 300억 CFU 브이캡, 150정, 1개",36060,5.0,18135,202603
20260329,94772746739,111,광동제약,"광동제약 비타민C 1000mg 8개월분, 240정, 1개",12840,5.0,9618,202603
20260329,93136561279,112,뉴트리정,"뉴트리정 가득채운 프리미엄 브로멜라인 43200 파파인 파인애플 식약처 인증, 1개, 120정",14900,5.0,3817,202603
20260329,90230097159,113,정관장,"정관장 정품 에브리타임 소프트 10ml X 30포 + 쇼핑백, 300ml, 1개",59730,4.5,8366,202603
20260329,3000279168,114,세노비스,"세노비스 키즈 츄어블 오메가3, 150정, 1개",26490,4.5,11178,202603
20260329,85762194215,115,"미에로화이바,","미에로화이바, 100ml, 20개",10700,5.0,30756,202603
20260329,86469901206,116,광동제약,"광동제약 솔표 위청수 골드액, 75ml, 20개",11880,5.0,13469,202603
20260329,87734225290,117,웰핏,"웰핏 고단백 초유 산양유 콜라겐 단백질, 500g, 3개",27000,4.5,9605,202603
20260329,5457612724,118,뉴케어,"뉴케어 정품 캔서플랜 오리지널 환자영양식, 200ml, 30개",50520,5.0,17765,202603
20260329,93687954846,119,99바이탈,"99바이탈 뼈튼튼 칼슘 마그네슘 비타민D 아연, 1개, 300정",9900,5.0,1682,202603
20260329,94967882094,120,파라다이스,"파라다이스 그레인 버닝 맥스 HACCP 인증, 1개, 60정",16890,5.0,141,202603
