date,code,rank,brand,product,price,star,review,url,period_ym
20260426,104515136,1,오뚜기, 오뚜기 맛있는 공깃밥 200 g ,1000,4.9,396,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=104515136&recmYn=N,202604
20260426,600000128,2,대웅제약, 대웅제약 마그네슘 30정 30일분 ,3000,4.8,1752,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000128&recmYn=N,202604
20260426,600000145,3,대웅제약, 대웅제약 rTG 오메가3 30캡슐 30일분 ,5000,4.8,2649,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000145&recmYn=N,202604
20260426,032640075,4,홀베리, 홀베리 유기농 엑스트라버진 올리브오일 10포 ,5000,4.7,126,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032640075&recmYn=N,202604
20260426,600000144,5,대웅제약, 대웅제약 코엔자임 Q10 30캡슐 30일분 ,5000,4.8,2253,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000144&recmYn=N,202604
20260426,982725198,6,미니, 미니 초코룹스 쿠키 40 g ,1000,4.8,850,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=982725198&recmYn=N,202604
20260426,994852703,7,비비랩, 비비랩 애사비 탱글 포켓 젤리 사과맛 5포 5일분 ,3000,4.8,51,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=994852703&recmYn=N,202604
20260426,994852702,8,비비랩, 비비랩 애사비 탱글 포켓 젤리 파인애플 5포 5일분 ,3000,4.7,58,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=994852702&recmYn=N,202604
20260426,985472642,9,안국약품, 안국약품 콜린 미오이노시톨 4000 10포 ,5000,4.8,519,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=985472642&recmYn=N,202604
20260426,600000131,10,대웅제약, 대웅제약 바나바잎 추출물 30정 (30일분) ,3000,4.8,1595,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000131&recmYn=N,202604
20260426,600000136,11,대웅제약, 대웅제약 녹차카테킨 30정 30일분 ,5000,4.8,1273,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000136&recmYn=N,202604
20260426,032627034,12,자연관, 자연관 이지슬로 엑스트라버진 올리브오일＆레몬 4병 ,5000,4.7,399,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032627034&recmYn=N,202604
20260426,100308732,13,실카, 실카 초콜릿 위드 아몬드 38 g  ,500,4.8,660,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=100308732&recmYn=N,202604
20260426,032306205,14,종근당, 종근당 데일리와이즈 글루타치온 PDRN 구미 7일분 ,1000,4.8,13,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032306205&recmYn=N,202604
20260426,600000126,15,대웅제약, 대웅제약 루테인 30정 30일분 ,3000,4.8,1598,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000126&recmYn=N,202604
20260426,032306206,16,종근당, 종근당 데일리와이즈 아르기닌 구미 7일분 ,1000,4.8,13,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032306206&recmYn=N,202604
20260426,104557041,17,오뚜기, 오뚜기 참깨라면 110 g ,1000,4.9,771,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=104557041&recmYn=N,202604
20260426,600000127,18,대웅제약, 대웅제약 비타민C 30정 30일분 ,5000,4.8,834,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000127&recmYn=N,202604
20260426,190616329,19,코스모스, 코스모스 두부 과자 110g ,1000,4.7,1863,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=190616329&recmYn=N,202604
20260426,947020042,20,쫀쫀이, 쫀쫀이 오징어 스틱 30 g ,2000,4.8,326,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=947020042&recmYn=N,202604
